,TemperatureC,Humidity,Conditions
2017-01-04 17:00:00+08:00,23.21111111,66.0,Clear
2017-01-04 18:00:00+08:00,22.55555556,67.0,Clear
2017-01-04 19:00:00+08:00,22.06666667,73.0,Clear
2017-01-04 20:00:00+08:00,20.56111111,81.0,Clear
2017-01-04 21:00:00+08:00,20.0,84.0,Clear
2017-01-04 22:00:00+08:00,20.05,83.0,Clear
2017-01-04 23:00:00+08:00,18.88888889,89.0,Clear
2017-01-05 00:00:00+08:00,19.06666667,83.0,Clear
2017-01-05 01:00:00+08:00,18.03888889,89.0,Clear
2017-01-05 02:00:00+08:00,17.78888889,91.0,Clear
2017-01-05 03:00:00+08:00,18.03888889,89.0,Clear
2017-01-05 04:00:00+08:00,17.55,92.0,Foggy
2017-01-05 05:00:00+08:00,17.40555556,92.0,Foggy
2017-01-05 06:00:00+08:00,17.55,92.0,Foggy
2017-01-05 07:00:00+08:00,17.6,91.0,Foggy
2017-01-05 08:00:00+08:00,17.97222222,90.0,Foggy
2017-01-05 09:00:00+08:00,19.31666667,88.0,Foggy
2017-01-05 10:00:00+08:00,21.33888889,78.0,Foggy
2017-01-05 11:00:00+08:00,23.20555556,70.0,Mostly Cloudy
2017-01-05 12:00:00+08:00,23.83888889,66.0,Foggy
2017-01-05 13:00:00+08:00,24.76111111,59.0,Foggy
2017-01-05 14:00:00+08:00,25.10555556,60.0,Overcast
2017-01-05 15:00:00+08:00,24.75555556,60.0,Clear
2017-01-05 16:00:00+08:00,24.75555556,56.0,Clear
2017-01-05 17:00:00+08:00,24.17222222,63.0,Clear
2017-01-05 18:00:00+08:00,23.62222222,64.0,Clear
2017-01-05 19:00:00+08:00,22.11666667,74.0,Clear
2017-01-05 20:00:00+08:00,20.89444444,80.0,Clear
2017-01-05 21:00:00+08:00,21.13888889,79.0,Clear
2017-01-05 22:00:00+08:00,21.02777778,80.0,Clear
2017-01-05 23:00:00+08:00,18.98333333,90.0,Clear
2017-01-06 00:00:00+08:00,19.02222222,89.0,Clear
2017-01-06 01:00:00+08:00,19.02222222,84.0,Clear
2017-01-06 02:00:00+08:00,17.9,91.0,Clear
2017-01-06 03:00:00+08:00,18.08333333,89.0,Clear
2017-01-06 04:00:00+08:00,18.01111111,90.0,Clear
2017-01-06 05:00:00+08:00,17.31111111,90.0,Clear
2017-01-06 06:00:00+08:00,17.4,87.0,Clear
2017-01-06 07:00:00+08:00,17.37777778,88.0,Foggy
2017-01-06 08:00:00+08:00,17.70555556,92.0,Foggy
2017-01-06 09:00:00+08:00,20.2,78.0,Clear
2017-01-06 10:00:00+08:00,22.22222222,69.0,Clear
2017-01-06 11:00:00+08:00,23.97222222,67.0,Clear
2017-01-06 12:00:00+08:00,25.75555556,53.0,Clear
2017-01-06 13:00:00+08:00,26.82777778,54.0,Clear
2017-01-06 14:00:00+08:00,26.40555556,53.0,Mostly Cloudy
2017-01-06 15:00:00+08:00,27.36111111,49.0,Clear
2017-01-06 16:00:00+08:00,25.8,53.0,Clear
2017-01-06 17:00:00+08:00,24.32222222,60.0,Mostly Cloudy
2017-01-06 18:00:00+08:00,24.69444444,56.0,Clear
2017-01-06 19:00:00+08:00,23.67222222,64.0,Clear
2017-01-06 20:00:00+08:00,22.07222222,75.0,Clear
2017-01-06 21:00:00+08:00,22.62222222,72.0,Clear
2017-01-06 22:00:00+08:00,22.18333333,76.0,Clear
2017-01-06 23:00:00+08:00,21.57222222,78.0,Partly Cloudy
2017-01-07 00:00:00+08:00,22.05,77.0,Clear
2017-01-07 01:00:00+08:00,21.02222222,82.0,Clear
2017-01-07 02:00:00+08:00,20.46111111,85.0,Partly Cloudy
2017-01-07 03:00:00+08:00,20.04444444,87.0,Clear
2017-01-07 04:00:00+08:00,20.04444444,84.0,Clear
2017-01-07 05:00:00+08:00,19.74444444,86.0,Partly Cloudy
2017-01-07 06:00:00+08:00,20.09444444,83.0,Clear
2017-01-07 07:00:00+08:00,20.04444444,83.0,Clear
2017-01-07 08:00:00+08:00,20.47777778,82.0,Clear
2017-01-07 09:00:00+08:00,21.20555556,78.0,Clear
2017-01-07 10:00:00+08:00,22.31111111,73.0,Clear
2017-01-07 11:00:00+08:00,22.69444444,72.0,Clear
2017-01-07 12:00:00+08:00,23.86666667,63.0,Clear
2017-01-07 13:00:00+08:00,24.76111111,60.0,Clear
2017-01-07 14:00:00+08:00,24.45,62.0,Mostly Cloudy
2017-01-07 15:00:00+08:00,24.81111111,59.0,Clear
2017-01-07 16:00:00+08:00,24.76666667,60.0,Clear
2017-01-07 17:00:00+08:00,23.37222222,67.0,Mostly Cloudy
2017-01-07 18:00:00+08:00,23.62222222,68.0,Clear
2017-01-07 19:00:00+08:00,22.60555556,72.0,Clear
2017-01-07 20:00:00+08:00,22.01666667,76.0,Clear
2017-01-07 21:00:00+08:00,22.11666667,77.0,Clear
2017-01-07 22:00:00+08:00,21.11666667,81.0,Clear
2017-01-07 23:00:00+08:00,20.67222222,82.0,Clear
2017-01-08 00:00:00+08:00,21.11666667,80.0,Clear
2017-01-08 01:00:00+08:00,20.13888889,84.0,Clear
2017-01-08 02:00:00+08:00,19.79444444,85.0,Clear
2017-01-08 03:00:00+08:00,20.09444444,84.0,Clear
2017-01-08 04:00:00+08:00,20.13888889,79.0,Clear
2017-01-08 05:00:00+08:00,18.96666667,85.0,Clear
2017-01-08 06:00:00+08:00,20.00555556,75.0,Clear
2017-01-08 07:00:00+08:00,19.02777778,75.0,Clear
2017-01-08 08:00:00+08:00,18.9,75.0,Clear
2017-01-08 09:00:00+08:00,20.35555556,64.0,Clear
2017-01-08 10:00:00+08:00,22.28888889,57.0,Clear
2017-01-08 11:00:00+08:00,22.69444444,60.0,Clear
2017-01-08 12:00:00+08:00,23.05555556,55.0,Clear
2017-01-08 13:00:00+08:00,23.14444444,54.0,Clear
2017-01-08 14:00:00+08:00,23.64444444,57.0,Clear
2017-01-08 15:00:00+08:00,23.08888889,55.0,Clear
2017-01-08 16:00:00+08:00,22.46666667,57.0,Clear
2017-01-08 17:00:00+08:00,20.72777778,67.0,Clear
2017-01-08 18:00:00+08:00,19.45,66.0,Clear
2017-01-08 19:00:00+08:00,18.37777778,71.0,Clear
2017-01-08 20:00:00+08:00,18.44444444,73.0,Mostly Cloudy
2017-01-08 21:00:00+08:00,17.91111111,72.0,Clear
2017-01-08 22:00:00+08:00,17.84444444,72.0,Clear
2017-01-08 23:00:00+08:00,18.01666667,74.0,Mostly Cloudy
2017-01-09 00:00:00+08:00,17.75555556,71.0,Clear
2017-01-09 01:00:00+08:00,16.70555556,77.0,Clear
2017-01-09 02:00:00+08:00,17.58333333,71.0,Mostly Cloudy
2017-01-09 03:00:00+08:00,17.50555556,68.0,Clear
2017-01-09 04:00:00+08:00,17.50555556,67.0,Clear
2017-01-09 05:00:00+08:00,16.5,76.0,Mostly Cloudy
2017-01-09 06:00:00+08:00,15.46111111,77.0,Clear
2017-01-09 07:00:00+08:00,16.43888889,72.0,Clear
2017-01-09 08:00:00+08:00,16.4,74.0,Clear
2017-01-09 09:00:00+08:00,17.95555556,61.0,Clear
2017-01-09 10:00:00+08:00,19.11111111,57.0,Clear
2017-01-09 11:00:00+08:00,19.81666667,59.0,Partly Cloudy
2017-01-09 12:00:00+08:00,22.18333333,51.0,Clear
2017-01-09 13:00:00+08:00,22.27777778,50.0,Clear
2017-01-09 14:00:00+08:00,22.33888889,54.0,Clear
2017-01-09 15:00:00+08:00,22.81666667,50.0,Clear
2017-01-09 16:00:00+08:00,22.65555556,51.0,Clear
2017-01-09 17:00:00+08:00,21.65,59.0,Partly Cloudy
2017-01-09 18:00:00+08:00,22.05,56.0,Clear
2017-01-09 19:00:00+08:00,20.0,65.0,Clear
2017-01-09 20:00:00+08:00,19.44444444,70.0,Clear
2017-01-09 21:00:00+08:00,19.02222222,67.0,Clear
2017-01-09 22:00:00+08:00,18.03888889,74.0,Clear
2017-01-09 23:00:00+08:00,17.93333333,76.0,Clear
2017-01-10 00:00:00+08:00,17.6,75.0,Clear
2017-01-10 01:00:00+08:00,17.6,75.0,Clear
2017-01-10 02:00:00+08:00,17.41111111,77.0,Clear
2017-01-10 03:00:00+08:00,17.55555556,75.0,Clear
2017-01-10 04:00:00+08:00,17.55555556,75.0,Clear
2017-01-10 05:00:00+08:00,17.28888889,77.0,Mostly Cloudy
2017-01-10 06:00:00+08:00,17.51666667,75.0,Clear
2017-01-10 07:00:00+08:00,17.51666667,75.0,Clear
2017-01-10 08:00:00+08:00,17.32777778,77.0,Overcast
2017-01-10 09:00:00+08:00,18.03888889,71.0,Clear
2017-01-10 10:00:00+08:00,19.16111111,66.0,Breezy
2017-01-10 11:00:00+08:00,20.69444444,63.0,Mostly Cloudy
2017-01-10 12:00:00+08:00,22.22777778,56.0,Clear
2017-01-10 13:00:00+08:00,22.26666667,56.0,Clear
2017-01-10 14:00:00+08:00,22.33333333,58.0,Mostly Cloudy
2017-01-10 15:00:00+08:00,23.67222222,52.0,Clear
2017-01-10 16:00:00+08:00,23.60555556,52.0,Clear
2017-01-10 17:00:00+08:00,21.95,59.0,Mostly Cloudy
2017-01-10 18:00:00+08:00,22.00555556,57.0,Clear
2017-01-10 19:00:00+08:00,22.00555556,61.0,Clear
2017-01-10 20:00:00+08:00,20.22222222,69.0,Clear
2017-01-10 21:00:00+08:00,20.93888889,61.0,Clear
2017-01-10 22:00:00+08:00,19.96111111,65.0,Clear
2017-01-10 23:00:00+08:00,19.58333333,69.0,Clear
2017-01-11 00:00:00+08:00,19.95,73.0,Clear
2017-01-11 01:00:00+08:00,18.97222222,73.0,Clear
2017-01-11 02:00:00+08:00,18.61666667,76.0,Clear
2017-01-11 03:00:00+08:00,18.92222222,74.0,Clear
2017-01-11 04:00:00+08:00,18.92222222,73.0,Clear
2017-01-11 05:00:00+08:00,17.72222222,79.0,Partly Cloudy
2017-01-11 06:00:00+08:00,17.9,78.0,Clear
2017-01-11 07:00:00+08:00,17.86111111,78.0,Clear
2017-01-11 08:00:00+08:00,17.26666667,81.0,Mostly Cloudy
2017-01-11 09:00:00+08:00,18.08888889,73.0,Clear
2017-01-11 10:00:00+08:00,18.13888889,70.0,Clear
2017-01-11 11:00:00+08:00,18.38888889,70.0,Mostly Cloudy
2017-01-11 12:00:00+08:00,18.14444444,70.0,Clear
2017-01-11 13:00:00+08:00,19.07222222,66.0,Clear
2017-01-11 14:00:00+08:00,18.96666667,68.0,Mostly Cloudy
2017-01-11 15:00:00+08:00,19.07222222,66.0,Clear
2017-01-11 16:00:00+08:00,19.11666667,62.0,Clear
2017-01-11 17:00:00+08:00,17.94444444,69.0,Overcast
2017-01-11 18:00:00+08:00,18.05,66.0,Clear
2017-01-11 19:00:00+08:00,17.51666667,65.0,Clear
2017-01-11 20:00:00+08:00,17.37777778,69.0,Overcast
2017-01-11 21:00:00+08:00,17.55555556,65.0,Clear
2017-01-11 22:00:00+08:00,17.50555556,60.0,Clear
2017-01-11 23:00:00+08:00,16.65,72.0,Overcast
2017-01-12 00:00:00+08:00,16.52777778,64.0,Clear
2017-01-12 01:00:00+08:00,15.55,72.0,Clear
2017-01-12 02:00:00+08:00,15.63888889,77.0,Overcast
2017-01-12 03:00:00+08:00,15.46111111,73.0,Clear
2017-01-12 04:00:00+08:00,15.46111111,73.0,Clear
2017-01-12 05:00:00+08:00,14.74444444,80.0,Mostly Cloudy
2017-01-12 06:00:00+08:00,13.46111111,89.0,Clear
2017-01-12 07:00:00+08:00,13.46111111,88.0,Clear
2017-01-12 08:00:00+08:00,13.92777778,88.0,Overcast
2017-01-12 09:00:00+08:00,13.50555556,88.0,Clear
2017-01-12 10:00:00+08:00,13.50555556,88.0,Clear
2017-01-12 11:00:00+08:00,13.65555556,89.0,Overcast
2017-01-12 12:00:00+08:00,13.01666667,91.0,Clear
2017-01-12 13:00:00+08:00,13.02222222,90.0,Clear
2017-01-12 14:00:00+08:00,13.63888889,84.0,Overcast
2017-01-12 15:00:00+08:00,12.93333333,84.0,Clear
2017-01-12 16:00:00+08:00,12.88888889,85.0,Clear
2017-01-12 17:00:00+08:00,13.31111111,81.0,Overcast
2017-01-12 18:00:00+08:00,11.70555556,85.0,Clear
2017-01-12 19:00:00+08:00,11.66666667,85.0,Clear
2017-01-12 20:00:00+08:00,12.08888889,86.0,Overcast
2017-01-12 21:00:00+08:00,11.57222222,80.0,Clear
2017-01-12 22:00:00+08:00,11.52222222,81.0,Clear
2017-01-12 23:00:00+08:00,11.78888889,87.0,Overcast
2017-01-13 00:00:00+08:00,11.43888889,81.0,Clear
2017-01-13 01:00:00+08:00,11.43888889,81.0,Clear
2017-01-13 02:00:00+08:00,10.81666667,91.0,Overcast
2017-01-13 03:00:00+08:00,10.46111111,86.0,Clear
2017-01-13 04:00:00+08:00,10.39444444,86.0,Clear
2017-01-13 05:00:00+08:00,10.71111111,86.0,Mostly Cloudy
2017-01-13 06:00:00+08:00,10.35555556,86.0,Clear
2017-01-13 07:00:00+08:00,10.35555556,86.0,Clear
2017-01-13 08:00:00+08:00,10.64444444,87.0,Overcast
2017-01-13 09:00:00+08:00,11.37222222,80.0,Clear
2017-01-13 10:00:00+08:00,12.37222222,75.0,Clear
2017-01-13 11:00:00+08:00,12.41111111,78.0,Overcast
2017-01-13 12:00:00+08:00,12.95555556,70.0,Clear
2017-01-13 13:00:00+08:00,12.95555556,70.0,Clear
2017-01-13 14:00:00+08:00,13.08333333,76.0,Overcast
2017-01-13 15:00:00+08:00,12.46666667,86.0,Clear
2017-01-13 16:00:00+08:00,11.48888889,92.0,Clear
2017-01-13 17:00:00+08:00,11.90555556,85.0,Overcast
2017-01-13 18:00:00+08:00,11.43888889,92.0,Clear
2017-01-13 19:00:00+08:00,11.48333333,85.0,Clear
2017-01-13 20:00:00+08:00,11.68888889,91.0,Overcast
2017-01-13 21:00:00+08:00,12.46666667,80.0,Clear
2017-01-13 22:00:00+08:00,12.46666667,80.0,Clear
2017-01-13 23:00:00+08:00,11.7,87.0,Mostly Cloudy
2017-01-14 00:00:00+08:00,11.39444444,87.0,Clear
2017-01-14 01:00:00+08:00,11.39444444,86.0,Clear
2017-01-14 02:00:00+08:00,11.51111111,88.0,Mostly Cloudy
2017-01-14 03:00:00+08:00,11.37222222,87.0,Clear
2017-01-14 04:00:00+08:00,11.37222222,87.0,Clear
2017-01-14 05:00:00+08:00,11.44444444,88.0,Overcast
2017-01-14 06:00:00+08:00,11.37222222,81.0,Clear
2017-01-14 07:00:00+08:00,11.37222222,81.0,Clear
2017-01-14 08:00:00+08:00,11.36666667,84.0,Overcast
2017-01-14 09:00:00+08:00,12.37222222,76.0,Clear
2017-01-14 10:00:00+08:00,12.37222222,76.0,Clear
2017-01-14 11:00:00+08:00,12.75,78.0,Overcast
2017-01-14 12:00:00+08:00,12.95555556,73.0,Clear
2017-01-14 13:00:00+08:00,13.97777778,69.0,Clear
2017-01-14 14:00:00+08:00,13.14444444,76.0,Overcast
2017-01-14 15:00:00+08:00,13.08888889,73.0,Clear
2017-01-14 16:00:00+08:00,13.08888889,73.0,Clear
2017-01-14 17:00:00+08:00,12.79444444,82.0,Overcast
2017-01-14 18:00:00+08:00,12.55,80.0,Clear
2017-01-14 19:00:00+08:00,12.55,80.0,Clear
2017-01-14 20:00:00+08:00,12.64444444,82.0,Overcast
2017-01-14 21:00:00+08:00,12.51111111,81.0,Clear
2017-01-14 22:00:00+08:00,12.51111111,80.0,Clear
2017-01-14 23:00:00+08:00,12.71111111,82.0,Overcast
2017-01-15 00:00:00+08:00,11.48333333,86.0,Clear
2017-01-15 01:00:00+08:00,11.57222222,91.0,Clear
2017-01-15 02:00:00+08:00,11.82777778,87.0,Mostly Cloudy
2017-01-15 03:00:00+08:00,11.47777778,86.0,Clear
2017-01-15 04:00:00+08:00,12.45555556,81.0,Clear
2017-01-15 05:00:00+08:00,12.38333333,80.0,Mostly Cloudy
2017-01-15 06:00:00+08:00,12.37222222,76.0,Clear
2017-01-15 07:00:00+08:00,12.37222222,76.0,Clear
2017-01-15 08:00:00+08:00,12.24444444,81.0,Overcast
2017-01-15 09:00:00+08:00,12.86111111,74.0,Clear
2017-01-15 10:00:00+08:00,12.9,74.0,Clear
2017-01-15 11:00:00+08:00,12.96666667,78.0,Overcast
2017-01-15 12:00:00+08:00,12.99444444,71.0,Clear
2017-01-15 13:00:00+08:00,13.97222222,69.0,Clear
2017-01-15 14:00:00+08:00,13.87222222,77.0,Overcast
2017-01-15 15:00:00+08:00,14.01666667,73.0,Clear
2017-01-15 16:00:00+08:00,13.93333333,74.0,Clear
2017-01-15 17:00:00+08:00,13.05555556,77.0,Overcast
2017-01-15 18:00:00+08:00,13.03888889,73.0,Clear
2017-01-15 19:00:00+08:00,12.99444444,73.0,Clear
2017-01-15 20:00:00+08:00,12.97777778,77.0,Overcast
2017-01-15 21:00:00+08:00,12.95555556,74.0,Clear
2017-01-15 22:00:00+08:00,12.99444444,73.0,Clear
2017-01-15 23:00:00+08:00,12.62777778,78.0,Mostly Cloudy
2017-01-16 00:00:00+08:00,12.95555556,73.0,Clear
2017-01-16 01:00:00+08:00,12.46666667,73.0,Clear
2017-01-16 02:00:00+08:00,12.41666667,77.0,Overcast
2017-01-16 03:00:00+08:00,12.37222222,74.0,Clear
2017-01-16 04:00:00+08:00,12.37222222,74.0,Clear
2017-01-16 05:00:00+08:00,12.32777778,73.0,Mostly Cloudy
2017-01-16 06:00:00+08:00,12.41666667,68.0,Clear
2017-01-16 07:00:00+08:00,11.33333333,81.0,Clear
2017-01-16 08:00:00+08:00,11.46666667,83.0,Overcast
2017-01-16 09:00:00+08:00,12.41666667,74.0,Clear
2017-01-16 10:00:00+08:00,12.46666667,75.0,Clear
2017-01-16 11:00:00+08:00,12.67777778,78.0,Overcast
2017-01-16 12:00:00+08:00,13.09444444,73.0,Clear
2017-01-16 13:00:00+08:00,13.08888889,82.0,Clear
2017-01-16 14:00:00+08:00,13.26111111,79.0,Mostly Cloudy
2017-01-16 15:00:00+08:00,13.20555556,82.0,Clear
2017-01-16 16:00:00+08:00,12.66666667,91.0,Clear
2017-01-16 17:00:00+08:00,13.24444444,84.0,Mostly Cloudy
2017-01-16 18:00:00+08:00,12.66666667,85.0,Clear
2017-01-16 19:00:00+08:00,12.70555556,85.0,Clear
2017-01-16 20:00:00+08:00,13.15,85.0,Overcast
2017-01-16 21:00:00+08:00,12.74444444,85.0,Clear
2017-01-16 22:00:00+08:00,12.76666667,85.0,Clear
2017-01-16 23:00:00+08:00,13.29444444,84.0,Mostly Cloudy
2017-01-17 00:00:00+08:00,12.70555556,85.0,Clear
2017-01-17 01:00:00+08:00,12.65555556,86.0,Clear
2017-01-17 02:00:00+08:00,13.04444444,90.0,Partly Cloudy
2017-01-17 03:00:00+08:00,12.68333333,86.0,Clear
2017-01-17 04:00:00+08:00,12.68333333,92.0,Clear
2017-01-17 05:00:00+08:00,12.97777778,90.0,Mostly Cloudy
2017-01-17 06:00:00+08:00,12.68333333,85.0,Clear
2017-01-17 07:00:00+08:00,12.68333333,92.0,Clear
2017-01-17 08:00:00+08:00,13.36666667,88.0,Overcast
2017-01-17 09:00:00+08:00,13.37222222,88.0,Clear
2017-01-17 10:00:00+08:00,14.4,81.0,Clear
2017-01-17 11:00:00+08:00,15.6,77.0,Mostly Cloudy
2017-01-17 12:00:00+08:00,15.52222222,77.0,Clear
2017-01-17 13:00:00+08:00,15.51666667,77.0,Clear
2017-01-17 14:00:00+08:00,15.88333333,77.0,Mostly Cloudy
2017-01-17 15:00:00+08:00,15.47222222,72.0,Clear
2017-01-17 16:00:00+08:00,15.47222222,77.0,Clear
2017-01-17 17:00:00+08:00,15.64444444,75.0,Overcast
2017-01-17 18:00:00+08:00,14.44444444,77.0,Clear
2017-01-17 19:00:00+08:00,14.44444444,82.0,Clear
2017-01-17 20:00:00+08:00,14.73333333,84.0,Overcast
2017-01-17 21:00:00+08:00,14.33333333,77.0,Clear
2017-01-17 22:00:00+08:00,14.28333333,78.0,Clear
2017-01-17 23:00:00+08:00,14.78888889,84.0,Mostly Cloudy
2017-01-18 00:00:00+08:00,14.35555556,83.0,Clear
2017-01-18 01:00:00+08:00,14.35555556,83.0,Clear
2017-01-18 02:00:00+08:00,14.66666667,84.0,Mostly Cloudy
2017-01-18 03:00:00+08:00,14.35555556,83.0,Clear
2017-01-18 04:00:00+08:00,14.35555556,83.0,Clear
2017-01-18 05:00:00+08:00,14.59444444,85.0,Mostly Cloudy
2017-01-18 06:00:00+08:00,14.35555556,89.0,Clear
2017-01-18 07:00:00+08:00,14.35555556,89.0,Clear
2017-01-18 08:00:00+08:00,15.36111111,81.0,Overcast
2017-01-18 09:00:00+08:00,15.42222222,82.0,Clear
2017-01-18 10:00:00+08:00,16.45,78.0,Clear
2017-01-18 11:00:00+08:00,16.65555556,79.0,Overcast
2017-01-18 12:00:00+08:00,17.96111111,74.0,Clear
2017-01-18 13:00:00+08:00,17.96111111,74.0,Clear
2017-01-18 14:00:00+08:00,18.71666667,73.0,Mostly Cloudy
2017-01-18 15:00:00+08:00,20.01111111,69.0,Clear
2017-01-18 16:00:00+08:00,20.01111111,69.0,Clear
2017-01-18 17:00:00+08:00,14.44444444,87.0,Overcast
2017-01-18 18:00:00+08:00,17.92222222,75.0,Clear
2017-01-18 19:00:00+08:00,17.43333333,77.0,Clear
2017-01-18 20:00:00+08:00,16.52222222,85.0,Overcast
2017-01-18 21:00:00+08:00,16.5,79.0,Clear
2017-01-18 22:00:00+08:00,16.4,82.0,Clear
2017-01-18 23:00:00+08:00,16.52777778,85.0,Mostly Cloudy
2017-01-19 00:00:00+08:00,16.45,82.0,Clear
2017-01-19 01:00:00+08:00,16.45,82.0,Clear
2017-01-19 02:00:00+08:00,16.34444444,86.0,Mostly Cloudy
2017-01-19 03:00:00+08:00,17.77777778,97.0,Clear
2017-01-19 04:00:00+08:00,15.37777778,84.0,Clear
2017-01-19 05:00:00+08:00,15.55555556,87.0,Mostly Cloudy
2017-01-19 06:00:00+08:00,15.37777778,80.0,Clear
2017-01-19 07:00:00+08:00,15.37777778,84.0,Clear
2017-01-19 08:00:00+08:00,15.57777778,87.0,Overcast
2017-01-19 09:00:00+08:00,15.55,83.0,Clear
2017-01-19 10:00:00+08:00,16.62222222,79.0,Clear
2017-01-19 11:00:00+08:00,17.88888889,76.0,Overcast
2017-01-19 12:00:00+08:00,17.63888889,73.0,Clear
2017-01-19 13:00:00+08:00,18.17777778,71.0,Clear
2017-01-19 14:00:00+08:00,19.23888889,70.0,Overcast
2017-01-19 15:00:00+08:00,19.2,66.0,Clear
2017-01-19 16:00:00+08:00,17.68888889,68.0,Clear
